date,time,temperature,humidity,mq2_Smoke,mq5_CH4,mq5_LPG,mq7_CO,M_fire,M_gas,Warning_fire,Warning_gas,Detailed_Analysis_Fire,Detailed_Analysis_Gas,Mode,Relay1,Relay2,Relay3,Relay4,
5/11/2025,19:27:51,30.607,75.567,15.88565,25.07014,19.92064,13.24186,15.89958,0.98621,An toan,An toan,"Nhi?t ?? 30.6?C, ?? ?m 75.6%, Kh? CO th?p (13.2 ppm), M?c ch?y: An to?n","Kh? CH4 (25.1 ppm), LPG (19.9 ppm), CO (13.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,19:28:13,29.277,79.741,15.80954,25.9269,17.19886,14.71147,11.63464,0.77533,An toan,An toan,"Nhi?t ?? 29.3?C, ?? ?m 79.7%, Kh? CO th?p (14.7 ppm), M?c ch?y: An to?n","Kh? CH4 (25.9 ppm), LPG (17.2 ppm), CO (14.7 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,19:30:09,29.693,75.37,15.96892,25.72183,19.94382,14.54912,17.24303,0.51973,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 75.4%, Kh? CO th?p (14.5 ppm), M?c ch?y: An to?n","Kh? CH4 (25.7 ppm), LPG (19.9 ppm), CO (14.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,19:32:43,29.792,75.048,15.05638,25.11086,17.66173,14.42935,10.05063,0.77193,An toan,An toan,"Nhi?t ?? 29.8?C, ?? ?m 75.0%, Kh? CO th?p (14.4 ppm), M?c ch?y: An to?n","Kh? CH4 (25.1 ppm), LPG (17.7 ppm), CO (14.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,19:42:45,29.268,77.992,15.53302,25.14811,18.36869,13.30583,13.27569,0.46524,An toan,An toan,"Nhi?t ?? 29.3?C, ?? ?m 78.0%, Kh? CO th?p (13.3 ppm), M?c ch?y: An to?n","Kh? CH4 (25.1 ppm), LPG (18.4 ppm), CO (13.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,19:43:09,30.407,71.192,14.17118,25.90936,17.78342,14.8637,15.36533,0.89089,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 71.2%, Kh? CO th?p (14.9 ppm), M?c ch?y: An to?n","Kh? CH4 (25.9 ppm), LPG (17.8 ppm), CO (14.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,19:48:49,30.608,70.032,15.25271,24.50996,18.72125,13.48462,26.10274,0.50629,An toan,An toan,"Nhi?t ?? 30.6?C, ?? ?m 70.0%, Kh? CO th?p (13.5 ppm), M?c ch?y: An to?n","Kh? CH4 (24.5 ppm), LPG (18.7 ppm), CO (13.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,19:53:49,29.73,69.017,15.08307,26.44831,17.61736,14.76372,12.5372,0.80664,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 69.0%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (26.4 ppm), LPG (17.6 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,19:53:56,30.254,73.766,15.69985,24.71168,19.04017,14.01474,13.26035,0.72096,An toan,An toan,"Nhi?t ?? 30.3?C, ?? ?m 73.8%, Kh? CO th?p (14.0 ppm), M?c ch?y: An to?n","Kh? CH4 (24.7 ppm), LPG (19.0 ppm), CO (14.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,19:54:29,29.561,70.924,15.33451,25.01676,17.25761,13.2684,14.63426,0.22081,An toan,An toan,"Nhi?t ?? 29.6?C, ?? ?m 70.9%, Kh? CO th?p (13.3 ppm), M?c ch?y: An to?n","Kh? CH4 (25.0 ppm), LPG (17.3 ppm), CO (13.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,19:57:44,30.28,74.242,14.30613,24.54706,18.69289,14.21144,25.95582,0.10345,An toan,An toan,"Nhi?t ?? 30.3?C, ?? ?m 74.2%, Kh? CO th?p (14.2 ppm), M?c ch?y: An to?n","Kh? CH4 (24.5 ppm), LPG (18.7 ppm), CO (14.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:02:00,30.13,76.382,15.4416,24.29383,18.7192,14.33383,16.05889,0.79529,An toan,An toan,"Nhi?t ?? 30.1?C, ?? ?m 76.4%, Kh? CO th?p (14.3 ppm), M?c ch?y: An to?n","Kh? CH4 (24.3 ppm), LPG (18.7 ppm), CO (14.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:06:16,30.02,75.642,15.994,26.02087,18.21037,14.14256,11.07878,0.30163,An toan,An toan,"Nhi?t ?? 30.0?C, ?? ?m 75.6%, Kh? CO th?p (14.1 ppm), M?c ch?y: An to?n","Kh? CH4 (26.0 ppm), LPG (18.2 ppm), CO (14.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:13:49,29.508,76.589,15.75432,25.38828,19.40296,13.97893,23.27646,0.24823,An toan,An toan,"Nhi?t ?? 29.5?C, ?? ?m 76.6%, Kh? CO th?p (14.0 ppm), M?c ch?y: An to?n","Kh? CH4 (25.4 ppm), LPG (19.4 ppm), CO (14.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:13:59,29.129,79.117,15.99823,24.96507,18.76583,14.59465,14.40951,0.13531,An toan,An toan,"Nhi?t ?? 29.1?C, ?? ?m 79.1%, Kh? CO th?p (14.6 ppm), M?c ch?y: An to?n","Kh? CH4 (25.0 ppm), LPG (18.8 ppm), CO (14.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:14:59,29.458,69.284,14.09811,24.7085,17.85773,13.94715,29.01865,0.66983,An toan,An toan,"Nhi?t ?? 29.5?C, ?? ?m 69.3%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (24.7 ppm), LPG (17.9 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:17:07,30.879,75.857,14.97564,25.57417,18.72131,14.32633,29.97945,0.63095,An toan,An toan,"Nhi?t ?? 30.9?C, ?? ?m 75.9%, Kh? CO th?p (14.3 ppm), M?c ch?y: An to?n","Kh? CH4 (25.6 ppm), LPG (18.7 ppm), CO (14.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:18:42,29.502,76.234,14.35422,26.08041,19.42903,13.87455,28.10652,0.12135,An toan,An toan,"Nhi?t ?? 29.5?C, ?? ?m 76.2%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (26.1 ppm), LPG (19.4 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:21:16,30.928,69.233,14.19447,26.3961,17.70641,13.0508,19.13027,0.51593,An toan,An toan,"Nhi?t ?? 30.9?C, ?? ?m 69.2%, Kh? CO th?p (13.1 ppm), M?c ch?y: An to?n","Kh? CH4 (26.4 ppm), LPG (17.7 ppm), CO (13.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:21:24,29.8,71.174,15.39078,25.54717,17.74756,14.74356,29.09012,0.58248,An toan,An toan,"Nhi?t ?? 29.8?C, ?? ?m 71.2%, Kh? CO th?p (14.7 ppm), M?c ch?y: An to?n","Kh? CH4 (25.5 ppm), LPG (17.7 ppm), CO (14.7 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:31:36,30.088,76.938,15.01906,24.42534,19.508,13.43876,10.10637,0.69566,An toan,An toan,"Nhi?t ?? 30.1?C, ?? ?m 76.9%, Kh? CO th?p (13.4 ppm), M?c ch?y: An to?n","Kh? CH4 (24.4 ppm), LPG (19.5 ppm), CO (13.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:32:56,30.43,76.496,14.96834,25.97755,19.46052,14.19791,29.66761,0.76209,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 76.5%, Kh? CO th?p (14.2 ppm), M?c ch?y: An to?n","Kh? CH4 (26.0 ppm), LPG (19.5 ppm), CO (14.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:34:12,30.91,75.912,14.7146,26.06014,19.34273,13.69383,13.06021,0.33474,An toan,An toan,"Nhi?t ?? 30.9?C, ?? ?m 75.9%, Kh? CO th?p (13.7 ppm), M?c ch?y: An to?n","Kh? CH4 (26.1 ppm), LPG (19.3 ppm), CO (13.7 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:36:57,30.503,69.127,15.48941,26.73879,19.72313,14.9713,28.3398,0.28839,An toan,An toan,"Nhi?t ?? 30.5?C, ?? ?m 69.1%, Kh? CO th?p (15.0 ppm), M?c ch?y: An to?n","Kh? CH4 (26.7 ppm), LPG (19.7 ppm), CO (15.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:42:23,30.647,69.64,15.81695,25.10151,18.48093,14.30479,10.18223,0.956,An toan,An toan,"Nhi?t ?? 30.6?C, ?? ?m 69.6%, Kh? CO th?p (14.3 ppm), M?c ch?y: An to?n","Kh? CH4 (25.1 ppm), LPG (18.5 ppm), CO (14.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:43:20,29.023,73.02,15.50865,24.54968,18.55389,14.25725,11.98084,0.44395,An toan,An toan,"Nhi?t ?? 29.0?C, ?? ?m 73.0%, Kh? CO th?p (14.3 ppm), M?c ch?y: An to?n","Kh? CH4 (24.5 ppm), LPG (18.6 ppm), CO (14.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:46:59,30.722,74.011,14.71562,25.55689,17.51764,14.55363,29.23444,0.80792,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 74.0%, Kh? CO th?p (14.6 ppm), M?c ch?y: An to?n","Kh? CH4 (25.6 ppm), LPG (17.5 ppm), CO (14.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:49:30,29.386,71.475,15.88226,25.07183,18.00231,14.09491,21.08128,0.17402,An toan,An toan,"Nhi?t ?? 29.4?C, ?? ?m 71.5%, Kh? CO th?p (14.1 ppm), M?c ch?y: An to?n","Kh? CH4 (25.1 ppm), LPG (18.0 ppm), CO (14.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:50:00,30.968,69.449,14.67868,25.65399,17.28875,13.19471,22.07583,0.74789,An toan,An toan,"Nhi?t ?? 31.0?C, ?? ?m 69.4%, Kh? CO th?p (13.2 ppm), M?c ch?y: An to?n","Kh? CH4 (25.7 ppm), LPG (17.3 ppm), CO (13.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:50:17,30.989,73.71,14.13998,24.44958,19.16664,14.1382,28.23792,0.11185,An toan,An toan,"Nhi?t ?? 31.0?C, ?? ?m 73.7%, Kh? CO th?p (14.1 ppm), M?c ch?y: An to?n","Kh? CH4 (24.4 ppm), LPG (19.2 ppm), CO (14.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,20:51:01,29.765,71.779,14.61756,26.21917,17.13151,14.77585,12.68182,0.63972,An toan,An toan,"Nhi?t ?? 29.8?C, ?? ?m 71.8%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (26.2 ppm), LPG (17.1 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:03:29,30.614,73.77,15.63367,26.00124,17.41546,13.6266,19.37608,0.72741,An toan,An toan,"Nhi?t ?? 30.6?C, ?? ?m 73.8%, Kh? CO th?p (13.6 ppm), M?c ch?y: An to?n","Kh? CH4 (26.0 ppm), LPG (17.4 ppm), CO (13.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:03:46,30.432,76.975,15.91467,26.73488,17.10948,13.8829,19.10027,0.41258,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 77.0%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (26.7 ppm), LPG (17.1 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:04:46,30.437,77.912,15.38393,26.27509,19.25476,13.05844,29.57978,0.46011,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 77.9%, Kh? CO th?p (13.1 ppm), M?c ch?y: An to?n","Kh? CH4 (26.3 ppm), LPG (19.3 ppm), CO (13.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:07:27,29.012,79.957,15.59457,24.14381,19.22782,13.45767,22.91942,0.97295,An toan,An toan,"Nhi?t ?? 29.0?C, ?? ?m 80.0%, Kh? CO th?p (13.5 ppm), M?c ch?y: An to?n","Kh? CH4 (24.1 ppm), LPG (19.2 ppm), CO (13.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:11:01,30.465,76.326,15.00541,24.06843,19.72771,13.42305,16.15996,0.1895,An toan,An toan,"Nhi?t ?? 30.5?C, ?? ?m 76.3%, Kh? CO th?p (13.4 ppm), M?c ch?y: An to?n","Kh? CH4 (24.1 ppm), LPG (19.7 ppm), CO (13.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:12:55,29.185,75.183,15.87655,24.65462,19.79187,14.66954,22.77723,0.52007,An toan,An toan,"Nhi?t ?? 29.2?C, ?? ?m 75.2%, Kh? CO th?p (14.7 ppm), M?c ch?y: An to?n","Kh? CH4 (24.7 ppm), LPG (19.8 ppm), CO (14.7 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:15:59,30.175,76.49,15.64551,26.13517,19.02396,14.14172,28.11843,0.66867,An toan,An toan,"Nhi?t ?? 30.2?C, ?? ?m 76.5%, Kh? CO th?p (14.1 ppm), M?c ch?y: An to?n","Kh? CH4 (26.1 ppm), LPG (19.0 ppm), CO (14.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:22:11,30.708,74.778,14.06209,24.11612,19.71291,13.77917,27.38008,0.3918,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 74.8%, Kh? CO th?p (13.8 ppm), M?c ch?y: An to?n","Kh? CH4 (24.1 ppm), LPG (19.7 ppm), CO (13.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:28:26,30.472,76.545,14.24288,26.82767,19.41859,13.41833,18.00729,0.56872,An toan,An toan,"Nhi?t ?? 30.5?C, ?? ?m 76.5%, Kh? CO th?p (13.4 ppm), M?c ch?y: An to?n","Kh? CH4 (26.8 ppm), LPG (19.4 ppm), CO (13.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:35:43,29.695,76.765,15.5188,25.14831,17.18885,13.80537,14.08329,0.29009,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 76.8%, Kh? CO th?p (13.8 ppm), M?c ch?y: An to?n","Kh? CH4 (25.1 ppm), LPG (17.2 ppm), CO (13.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:36:16,30.213,69.222,15.40944,26.7248,17.30969,14.53381,19.41091,0.75421,An toan,An toan,"Nhi?t ?? 30.2?C, ?? ?m 69.2%, Kh? CO th?p (14.5 ppm), M?c ch?y: An to?n","Kh? CH4 (26.7 ppm), LPG (17.3 ppm), CO (14.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:36:32,29.572,71.056,15.03487,25.7929,18.43146,14.92901,10.75227,0.65755,An toan,An toan,"Nhi?t ?? 29.6?C, ?? ?m 71.1%, Kh? CO th?p (14.9 ppm), M?c ch?y: An to?n","Kh? CH4 (25.8 ppm), LPG (18.4 ppm), CO (14.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:36:39,30.124,75.309,15.61039,26.11628,19.86265,13.44757,17.55349,0.56578,An toan,An toan,"Nhi?t ?? 30.1?C, ?? ?m 75.3%, Kh? CO th?p (13.4 ppm), M?c ch?y: An to?n","Kh? CH4 (26.1 ppm), LPG (19.9 ppm), CO (13.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:38:55,30.597,79.732,15.40522,24.10322,18.17631,14.13386,16.34061,0.22062,An toan,An toan,"Nhi?t ?? 30.6?C, ?? ?m 79.7%, Kh? CO th?p (14.1 ppm), M?c ch?y: An to?n","Kh? CH4 (24.1 ppm), LPG (18.2 ppm), CO (14.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:39:58,29.813,72.773,15.41136,26.93281,18.14027,14.16511,22.93419,0.84705,An toan,An toan,"Nhi?t ?? 29.8?C, ?? ?m 72.8%, Kh? CO th?p (14.2 ppm), M?c ch?y: An to?n","Kh? CH4 (26.9 ppm), LPG (18.1 ppm), CO (14.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:50:50,30.661,77.419,15.52058,24.56086,18.47902,14.97133,29.05633,0.74775,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 77.4%, Kh? CO th?p (15.0 ppm), M?c ch?y: An to?n","Kh? CH4 (24.6 ppm), LPG (18.5 ppm), CO (15.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:56:47,30.38,77.005,14.83203,24.10407,18.62127,13.16145,29.02157,0.6054,An toan,An toan,"Nhi?t ?? 30.4?C, ?? ?m 77.0%, Kh? CO th?p (13.2 ppm), M?c ch?y: An to?n","Kh? CH4 (24.1 ppm), LPG (18.6 ppm), CO (13.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:57:33,30.739,73.079,15.03785,25.46131,19.15472,14.2931,17.41475,0.62056,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 73.1%, Kh? CO th?p (14.3 ppm), M?c ch?y: An to?n","Kh? CH4 (25.5 ppm), LPG (19.2 ppm), CO (14.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:58:00,29.818,73.054,14.24261,24.07033,18.96544,14.25781,20.42554,0.6792,An toan,An toan,"Nhi?t ?? 29.8?C, ?? ?m 73.1%, Kh? CO th?p (14.3 ppm), M?c ch?y: An to?n","Kh? CH4 (24.1 ppm), LPG (19.0 ppm), CO (14.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,21:59:30,29.724,70.324,14.90112,25.94027,19.96595,14.37058,13.93486,0.43258,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 70.3%, Kh? CO th?p (14.4 ppm), M?c ch?y: An to?n","Kh? CH4 (25.9 ppm), LPG (20.0 ppm), CO (14.4 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:01:19,29.668,78.629,14.30912,26.44853,19.75723,14.80557,17.84637,0.99318,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 78.6%, Kh? CO th?p (14.8 ppm), M?c ch?y: An to?n","Kh? CH4 (26.4 ppm), LPG (19.8 ppm), CO (14.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:03:21,30.603,77.879,14.33753,24.61657,17.38019,13.99806,24.26479,0.79471,An toan,An toan,"Nhi?t ?? 30.6?C, ?? ?m 77.9%, Kh? CO th?p (14.0 ppm), M?c ch?y: An to?n","Kh? CH4 (24.6 ppm), LPG (17.4 ppm), CO (14.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:13:54,29.31,74.064,14.85745,26.25109,17.7489,13.17749,10.75858,0.71976,An toan,An toan,"Nhi?t ?? 29.3?C, ?? ?m 74.1%, Kh? CO th?p (13.2 ppm), M?c ch?y: An to?n","Kh? CH4 (26.3 ppm), LPG (17.7 ppm), CO (13.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:14:24,29.296,76.655,15.0887,26.54387,18.56116,14.53295,20.22279,0.11051,An toan,An toan,"Nhi?t ?? 29.3?C, ?? ?m 76.7%, Kh? CO th?p (14.5 ppm), M?c ch?y: An to?n","Kh? CH4 (26.5 ppm), LPG (18.6 ppm), CO (14.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:14:25,30.734,69.328,14.30004,24.72296,19.11513,14.97912,28.28535,0.60297,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 69.3%, Kh? CO th?p (15.0 ppm), M?c ch?y: An to?n","Kh? CH4 (24.7 ppm), LPG (19.1 ppm), CO (15.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:14:57,29.983,69.778,14.2995,26.56707,19.73682,14.65192,12.49559,0.62936,An toan,An toan,"Nhi?t ?? 30.0?C, ?? ?m 69.8%, Kh? CO th?p (14.7 ppm), M?c ch?y: An to?n","Kh? CH4 (26.6 ppm), LPG (19.7 ppm), CO (14.7 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:20:54,30.459,74.025,15.07981,26.6596,18.49688,13.76401,14.19147,0.28973,An toan,An toan,"Nhi?t ?? 30.5?C, ?? ?m 74.0%, Kh? CO th?p (13.8 ppm), M?c ch?y: An to?n","Kh? CH4 (26.7 ppm), LPG (18.5 ppm), CO (13.8 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:28:03,30.682,76.971,15.98104,26.37597,17.08249,14.24558,17.21734,0.35986,An toan,An toan,"Nhi?t ?? 30.7?C, ?? ?m 77.0%, Kh? CO th?p (14.2 ppm), M?c ch?y: An to?n","Kh? CH4 (26.4 ppm), LPG (17.1 ppm), CO (14.2 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:29:21,29.266,69.523,15.97801,26.41274,17.78136,13.34914,11.16739,0.35884,An toan,An toan,"Nhi?t ?? 29.3?C, ?? ?m 69.5%, Kh? CO th?p (13.3 ppm), M?c ch?y: An to?n","Kh? CH4 (26.4 ppm), LPG (17.8 ppm), CO (13.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:30:53,29.407,75.048,14.83757,25.62141,17.24027,13.60075,26.91198,0.47746,An toan,An toan,"Nhi?t ?? 29.4?C, ?? ?m 75.0%, Kh? CO th?p (13.6 ppm), M?c ch?y: An to?n","Kh? CH4 (25.6 ppm), LPG (17.2 ppm), CO (13.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:32:10,30.024,79.986,14.88493,26.42881,18.11788,14.59466,16.79576,0.13274,An toan,An toan,"Nhi?t ?? 30.0?C, ?? ?m 80.0%, Kh? CO th?p (14.6 ppm), M?c ch?y: An to?n","Kh? CH4 (26.4 ppm), LPG (18.1 ppm), CO (14.6 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:32:21,29.378,73.868,14.21685,24.86806,19.26194,13.09217,27.97072,0.34677,An toan,An toan,"Nhi?t ?? 29.4?C, ?? ?m 73.9%, Kh? CO th?p (13.1 ppm), M?c ch?y: An to?n","Kh? CH4 (24.9 ppm), LPG (19.3 ppm), CO (13.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:32:21,29.609,72.718,15.7395,24.85475,19.48368,13.47629,14.59132,0.17516,An toan,An toan,"Nhi?t ?? 29.6?C, ?? ?m 72.7%, Kh? CO th?p (13.5 ppm), M?c ch?y: An to?n","Kh? CH4 (24.9 ppm), LPG (19.5 ppm), CO (13.5 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:37:37,29.634,69.762,14.12263,24.83183,19.85,13.30614,19.66782,0.69784,An toan,An toan,"Nhi?t ?? 29.6?C, ?? ?m 69.8%, Kh? CO th?p (13.3 ppm), M?c ch?y: An to?n","Kh? CH4 (24.8 ppm), LPG (19.9 ppm), CO (13.3 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:39:29,29.607,70.469,14.30128,24.6666,17.25684,13.85477,26.50884,0.34701,An toan,An toan,"Nhi?t ?? 29.6?C, ?? ?m 70.5%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (24.7 ppm), LPG (17.3 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:47:45,29.042,73.788,15.01762,25.00403,18.44702,13.1488,21.07215,0.2517,An toan,An toan,"Nhi?t ?? 29.0?C, ?? ?m 73.8%, Kh? CO th?p (13.1 ppm), M?c ch?y: An to?n","Kh? CH4 (25.0 ppm), LPG (18.4 ppm), CO (13.1 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:52:10,29.342,78.744,15.7,24.11183,17.98542,13.85682,13.98544,0.29118,An toan,An toan,"Nhi?t ?? 29.3?C, ?? ?m 78.7%, Kh? CO th?p (13.9 ppm), M?c ch?y: An to?n","Kh? CH4 (24.1 ppm), LPG (18.0 ppm), CO (13.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:52:27,29.733,79.84,14.47213,24.88138,19.14776,14.9106,10.38998,0.57242,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 79.8%, Kh? CO th?p (14.9 ppm), M?c ch?y: An to?n","Kh? CH4 (24.9 ppm), LPG (19.1 ppm), CO (14.9 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:59:20,29.747,73.807,15.83728,26.94277,18.62127,14.04013,14.15094,0.66649,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 73.8%, Kh? CO th?p (14.0 ppm), M?c ch?y: An to?n","Kh? CH4 (26.9 ppm), LPG (18.6 ppm), CO (14.0 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
5/11/2025,22:59:36,29.695,72.694,14.46645,25.27849,17.25821,14.65044,23.22766,0.90421,An toan,An toan,"Nhi?t ?? 29.7?C, ?? ?m 72.7%, Kh? CO th?p (14.7 ppm), M?c ch?y: An to?n","Kh? CH4 (25.3 ppm), LPG (17.3 ppm), CO (14.7 ppm), M?c kh? gas: An to?n",Auto,OFF,OFF,OFF,OFF,
